  StartAddress   AddressRange  #Instructions  Ratio Linkage Visibility  Module                                                             Function                                                                                 FunctionSignature                                                                       
0x7fca092d3af0             11            222   0.05   global    default libdrm.so.2.4.0                                                    drmModeGetConnectorCurrent                                                               drmModeGetConnectorCurrent                                                              
0x7fca092d0780            167            214   0.78   global    default libdrm.so.2.4.0                                                    drmOpenWithType                                                                          drmOpenWithType                                                                         
0x7fca092d0520            596            160   3.73   global    default libdrm.so.2.4.0                                                    targa520                                                                                 targa520                                                                                
0x7fca092e6ee0            543            203   2.67   global    default libelf-0.186.so                                                    elf_begin                                                                                elf_begin                                                                               
0x7fca092e6be0            267             77   3.47   global    default libelf-0.186.so                                                    targabe0                                                                                 targabe0                                                                                
0x7fca05626614          12825            160  80.16   global    default libhsa-runtime64.so.1.7.50401                                      targ26614                                                                                targ26614                                                                               
0x7fca05626ee4         341534             11 31048.55   global    default libhsa-runtime64.so.1.7.50401                                      targ26ee4                                                                                targ26ee4                                                                               
0x7fca05628c30            103             30   3.43   global    default libhsa-runtime64.so.1.7.50401                                      targ28c30                                                                                targ28c30                                                                               
0x7fca05628c34             99             29   3.41   global    default libhsa-runtime64.so.1.7.50401                                      targ28c34                                                                                targ28c34                                                                               
0x7fca05629390            164             49   3.35   global    default libhsa-runtime64.so.1.7.50401                                      targ29390                                                                                targ29390                                                                               
0x7fca05629440            247            129   1.91   global    default libhsa-runtime64.so.1.7.50401                                      targ29440                                                                                targ29440                                                                               
0x7fca056295a0            653            147   4.44   global    default libhsa-runtime64.so.1.7.50401                                      targ295a0                                                                                targ295a0                                                                               
0x7fca05629950            192             55   3.49   global    default libhsa-runtime64.so.1.7.50401                                      targ29950                                                                                targ29950                                                                               
0x7fca056299c8             72             20   3.60   global    default libhsa-runtime64.so.1.7.50401                                      targ299c8                                                                                targ299c8                                                                               
0x7fca05629c90            192             55   3.49   global    default libhsa-runtime64.so.1.7.50401                                      targ29c90                                                                                targ29c90                                                                               
0x7fca05629d08             72             20   3.60   global    default libhsa-runtime64.so.1.7.50401                                      targ29d08                                                                                targ29d08                                                                               
0x7fca0562b960            148             49   3.02   global    default libhsa-runtime64.so.1.7.50401                                      targ2b960                                                                                targ2b960                                                                               
0x7fca0562ba00            246            129   1.91   global    default libhsa-runtime64.so.1.7.50401                                      targ2ba00                                                                                targ2ba00                                                                               
0x7fca056568b0         146514             10 14651.40   global    default libhsa-runtime64.so.1.7.50401                                      targ568b0                                                                                targ568b0                                                                               
0x7fca0930d5d0             19            184   0.10   global    default libnuma.so.1.0.0                                                   numa_parse_cpustring                                                                     numa_parse_cpustring                                                                    
0x7fca0930d5f0             16            183   0.09   global    default libnuma.so.1.0.0                                                   numa_parse_cpustring_all                                                                 numa_parse_cpustring_all                                                                
0x7fca0930d5a0             19            224   0.08   global    default libnuma.so.1.0.0                                                   numa_parse_nodestring                                                                    numa_parse_nodestring                                                                   
0x7fca0930d5c0             16            223   0.07   global    default libnuma.so.1.0.0                                                   numa_parse_nodestring_all                                                                numa_parse_nodestring_all                                                               
0x7fca08083450           9540           2102   4.54   global    default libomp.so                                                          __kmp_fork_call                                                                          __kmp_fork_call                                                                         
0x7fca0808523f           1727           1001   1.73   global    default libomp.so                                                          targ6023f                                                                                targ6023f                                                                               
0x7fca062ad140            165             40   4.12   global    default libstdc++.so.6.0.30                                                __cxa_allocate_dependent_exception                                                       __cxa_allocate_dependent_exception                                                      
0x7fca062ad0a0            149             39   3.82   global    default libstdc++.so.6.0.30                                                __cxa_allocate_exception                                                                 __cxa_allocate_exception                                                                
0x7fca062ad240            298             79   3.77   global    default libstdc++.so.6.0.30                                                __cxa_begin_catch                                                                        __cxa_begin_catch                                                                       
0x7fca062aded0             82             68   1.21   global    default libstdc++.so.6.0.30                                                __cxa_call_unexpected                                                                    __cxa_call_unexpected                                                                   
0x7fca062aeff0             71             16   4.44   global    default libstdc++.so.6.0.30                                                __cxa_deleted_virtual                                                                    __cxa_deleted_virtual                                                                   
0x7fca062ad2b0            186             45   4.13   global    default libstdc++.so.6.0.30                                                __cxa_end_catch                                                                          __cxa_end_catch                                                                         
0x7fca062ad1b0             53             12   4.42   global    default libstdc++.so.6.0.30                                                __cxa_free_dependent_exception                                                           __cxa_free_dependent_exception                                                          
0x7fca062ad100             53             13   4.08   global    default libstdc++.so.6.0.30                                                __cxa_free_exception                                                                     __cxa_free_exception                                                                    
0x7fca062aefc0            119             27   4.41   global    default libstdc++.so.6.0.30                                                __cxa_pure_virtual                                                                       __cxa_pure_virtual                                                                      
0x7fca062ae520             98             29   3.38   global    default libstdc++.so.6.0.30                                                __cxa_rethrow                                                                            __cxa_rethrow                                                                           
0x7fca062ae4d0            178             51   3.49   global    default libstdc++.so.6.0.30                                                __cxa_throw                                                                              __cxa_throw                                                                             
0x7fca062af340             93             50   1.86   global    default libstdc++.so.6.0.30                                                __cxa_vec_cleanup                                                                        __cxa_vec_cleanup                                                                       
0x7fca062af3a0            138             61   2.26   global    default libstdc++.so.6.0.30                                                __cxa_vec_ctor                                                                           __cxa_vec_ctor                                                                          
0x7fca062af020             23              5   4.60  unknown    unknown libstdc++.so.6.0.30                                                __cxxabiv1::__si_class_type_info::~__si_class_type_info                                  __cxxabiv1::__si_class_type_info::~__si_class_type_info                                 
0x7fca062d8800             69             78   0.88  unknown    unknown libstdc++.so.6.0.30                                                __gnu_debug::_Safe_iterator_base::_M_attach                                              __gnu_debug::_Safe_iterator_base::_M_attach                                             
0x7fca062d8cf0             69             80   0.86  unknown    unknown libstdc++.so.6.0.30                                                __gnu_debug::_Safe_local_iterator_base::_M_attach                                        __gnu_debug::_Safe_local_iterator_base::_M_attach                                       
0x7fca062ad900           1481            404   3.67   global    default libstdc++.so.6.0.30                                                __gxx_personality_v0                                                                     __gxx_personality_v0                                                                    
0x7fca062cd450          16391            126 130.09  unknown    unknown libstdc++.so.6.0.30                                                std::__cxx11::messages<wchar_t>::do_close                                                std::__cxx11::messages<wchar_t>::do_close                                               
0x7fca062ed480              9              3   3.00  unknown    unknown libstdc++.so.6.0.30                                                std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >...         std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >...        
0x7fca062ed250            569            136   4.18  unknown    unknown libstdc++.so.6.0.30                                                std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >...         std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >...        
0x7fca062f16f0              9              3   3.00  unknown    unknown libstdc++.so.6.0.30                                                std::basic_istringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<w...         std::basic_istringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<w...        
0x7fca062f14c0            569            137   4.15  unknown    unknown libstdc++.so.6.0.30                                                std::basic_istringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<w...         std::basic_istringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<w...        
0x7fca062ee570              9              3   3.00  unknown    unknown libstdc++.so.6.0.30                                                std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >...         std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >...        
0x7fca062ee350            553            132   4.19  unknown    unknown libstdc++.so.6.0.30                                                std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >...         std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >...        
0x7fca062f2570              9              3   3.00  unknown    unknown libstdc++.so.6.0.30                                                std::basic_ostringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<w...         std::basic_ostringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<w...        
0x7fca062f2350            553            133   4.16  unknown    unknown libstdc++.so.6.0.30                                                std::basic_ostringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<w...         std::basic_ostringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<w...        
0x7fca062f9c10             49             59   0.83  unknown    unknown libstdc++.so.6.0.30                                                std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t>...         std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t>...        
0x7fca062f9a30             49             59   0.83  unknown    unknown libstdc++.so.6.0.30                                                std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t>...         std::basic_string<wchar_t, std::char_traits<wchar_t>, std::allocator<wchar_t>...        
0x7fca062ef950              9              3   3.00  unknown    unknown libstdc++.so.6.0.30                                                std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >:...         std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >:...        
0x7fca062ef720            569            136   4.18  unknown    unknown libstdc++.so.6.0.30                                                std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >:...         std::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >:...        
0x7fca062f3700              9              3   3.00  unknown    unknown libstdc++.so.6.0.30                                                std::basic_stringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<wc...         std::basic_stringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<wc...        
0x7fca062f34d0            569            137   4.15  unknown    unknown libstdc++.so.6.0.30                                                std::basic_stringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<wc...         std::basic_stringstream<wchar_t, std::char_traits<wchar_t>, std::allocator<wc...        
0x7fca06379500             12              4   3.00  unknown    unknown libstdc++.so.6.0.30                                                std::filesystem::__cxx11::directory_iterator::operator*                                  std::filesystem::__cxx11::directory_iterator::operator*                                 
0x7fca0638fb00             12              4   3.00  unknown    unknown libstdc++.so.6.0.30                                                std::filesystem::directory_iterator::operator*                                           std::filesystem::directory_iterator::operator*                                          
0x7fca062c9e30          30247            126 240.06  unknown    unknown libstdc++.so.6.0.30                                                std::messages<wchar_t>::do_close                                                         std::messages<wchar_t>::do_close                                                        
0x7fca0638ccd0              5              2   2.50  unknown    unknown libstdc++.so.6.0.30                                                std::pmr::memory_resource::~memory_resource                                              std::pmr::memory_resource::~memory_resource                                             
0x7fca062f6b60             16             50   0.32  unknown    unknown libstdc++.so.6.0.30                                                std::random_device::_M_init                                                              std::random_device::_M_init                                                             
0x7fca062f6b70             16             50   0.32  unknown    unknown libstdc++.so.6.0.30                                                std::random_device::_M_init_pretr1                                                       std::random_device::_M_init_pretr1                                                      
0x7fca062ae1d0            141             38   3.71  unknown    unknown libstdc++.so.6.0.30                                                std::rethrow_exception                                                                   std::rethrow_exception                                                                  
0x7fca062ae2e0             41              9   4.56  unknown    unknown libstdc++.so.6.0.30                                                std::set_unexpected                                                                      std::set_unexpected                                                                     
0x7fca063756d0             11           1342   0.01  unknown    unknown libstdc++.so.6.0.30                                                std::to_chars                                                                            std::to_chars                                                                           
0x7fca063756e0             27           1346   0.02  unknown    unknown libstdc++.so.6.0.30                                                std::to_chars                                                                            std::to_chars                                                                           
0x7fca06375710             11           1720   0.01  unknown    unknown libstdc++.so.6.0.30                                                std::to_chars                                                                            std::to_chars                                                                           
0x7fca06375720             27           1724   0.02  unknown    unknown libstdc++.so.6.0.30                                                std::to_chars                                                                            std::to_chars                                                                           
0x7fca06378630             45           2314   0.02  unknown    unknown libstdc++.so.6.0.30                                                std::to_chars                                                                            std::to_chars                                                                           
0x7fca06378660             11           2307   0.00  unknown    unknown libstdc++.so.6.0.30                                                std::to_chars                                                                            std::to_chars                                                                           
0x7fca062ad350             26              8   3.25  unknown    unknown libstdc++.so.6.0.30                                                std::uncaught_exception                                                                  std::uncaught_exception                                                                 
0x7fca062ae320             93             24   3.88  unknown    unknown libstdc++.so.6.0.30                                                std::unexpected                                                                          std::unexpected                                                                         
0x7fca06375760            294             81   3.63   global    default libstdc++.so.6.0.30                                                targ175760                                                                               targ175760                                                                              
0x7fca06375890           2070            598   3.46   global    default libstdc++.so.6.0.30                                                targ175890                                                                               targ175890                                                                              
0x7fca06379290            636            156   4.08   global    default libstdc++.so.6.0.30                                                targ179290                                                                               targ179290                                                                              
0x7fca0638c5a0           1845            461   4.00   global    default libstdc++.so.6.0.30                                                targ18c5a0                                                                               targ18c5a0                                                                              
0x7fca0638d670            677            176   3.85   global    default libstdc++.so.6.0.30                                                targ18d670                                                                               targ18d670                                                                              
0x7fca0638d7d0            325             92   3.53   global    default libstdc++.so.6.0.30                                                targ18d7d0                                                                               targ18d7d0                                                                              
0x7fca0638f8c0            588            140   4.20   global    default libstdc++.so.6.0.30                                                targ18f8c0                                                                               targ18f8c0                                                                              
0x7fca062ae240             29             11   2.64   global    default libstdc++.so.6.0.30                                                targae240                                                                                targae240                                                                               
0x7fca062ae2c0             73             17   4.29   global    default libstdc++.so.6.0.30                                                targae2c0                                                                                targae2c0                                                                               
0x7fca062ae340             61             16   3.81   global    default libstdc++.so.6.0.30                                                targae340                                                                                targae340                                                                               
0x7fca062b2430            464            121   3.83   global    default libstdc++.so.6.0.30                                                targb2430                                                                                targb2430                                                                               
0x7fca062b2600            124            156   0.79   global    default libstdc++.so.6.0.30                                                targb2600                                                                                targb2600                                                                               
0x7fca062d85d0             87             54   1.61   global    default libstdc++.so.6.0.30                                                targd85d0                                                                                targd85d0                                                                               
0x7fca062d8b60             87             54   1.61   global    default libstdc++.so.6.0.30                                                targd8b60                                                                                targd8b60                                                                               
0x7fca062d5f30             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::domain_error::~domain_error()                                 transaction clone for std::domain_error::~domain_error()                                
0x7fca062d60a0             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::invalid_argument::~invalid_argument()                         transaction clone for std::invalid_argument::~invalid_argument()                        
0x7fca062d6210             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::length_error::~length_error()                                 transaction clone for std::length_error::~length_error()                                
0x7fca062d5da0             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::logic_error::~logic_error()                                   transaction clone for std::logic_error::~logic_error()                                  
0x7fca062d6380             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::out_of_range::~out_of_range()                                 transaction clone for std::out_of_range::~out_of_range()                                
0x7fca062d67f0             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::overflow_error::~overflow_error()                             transaction clone for std::overflow_error::~overflow_error()                            
0x7fca062d6680             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::range_error::~range_error()                                   transaction clone for std::range_error::~range_error()                                  
0x7fca062d64f0             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::runtime_error::~runtime_error()                               transaction clone for std::runtime_error::~runtime_error()                              
0x7fca062d6960             25             14   1.79   global    default libstdc++.so.6.0.30                                                transaction clone for std::underflow_error::~underflow_error()                           transaction clone for std::underflow_error::~underflow_error()                          
0x7fca092a6c60              9            139   0.06   global    default libz.so.1.2.11                                                     crc32_combine                                                                            crc32_combine                                                                           
0x7fca092a6c70              9            139   0.06   global    default libz.so.1.2.11                                                     crc32_combine64                                                                          crc32_combine64                                                                         
0x7fca05e2871b            412             82   5.02    local    default loadmsgcat.c                                                       _nl_load_domain.cold                                                                     _nl_load_domain.cold                                                                    
0x7fca05ea0d80            320             85   3.76    local    default malloc.c                                                           int_mallinfo                                                                             int_mallinfo                                                                            
0x7fca05ea0d60            352             94   3.74    local    default malloc.c                                                           malloc_printerr                                                                          malloc_printerr                                                                         
0x7fca05f041b0           5705           1337   4.27    local    default regex.c                                                            re_compile_internal                                                                      re_compile_internal                                                                     
0x7fca05e29a1a              5              1   5.00    local    default regex.c                                                            re_compile_internal.cold                                                                 re_compile_internal.cold                                                                
0x7fca05f04c38           2866            628   4.56   global    default regex.c                                                            targ104c38                                                                               targ104c38                                                                              
0x7fca05f5f210          13834            711  19.46   global    default svc_auth.c                                                         __GI__authenticate                                                                       __GI__authenticate                                                                      
0x7fca05f5f200              7              3   2.33    local    default svc_auth.c                                                         _svcauth_null                                                                            _svcauth_null                                                                           
0x7fca05f5f550             10              3   3.33    local    default svc_authux.c                                                       _svcauth_short                                                                           _svcauth_short                                                                          
0x7fca05f5f260            747            217   3.44    local    default svc_authux.c                                                       _svcauth_unix                                                                            _svcauth_unix                                                                           
0x7fca05f62010           2058            472   4.36    local    default svcauth_des.c                                                      _svcauth_des                                                                             _svcauth_des                                                                            
0x7fca05f1dfc0           1506            328   4.59    local    default syslog.c                                                           __vsyslog_internal                                                                       __vsyslog_internal                                                                      
0x7fca05e29a4f             43             11   3.91    local    default syslog.c                                                           __vsyslog_internal.cold                                                                  __vsyslog_internal.cold                                                                 
0x7fca05e62a60          32089           6905   4.65    local    default vfscanf-internal.c                                                 __vfscanf_internal                                                                       __vfscanf_internal                                                                      
0x7fca05e2896b         269902           6793  39.73    local    default vfscanf-internal.c                                                 __vfscanf_internal.cold                                                                  __vfscanf_internal.cold                                                                 
0x7fca05e6a840          31101           6558   4.74    local    default vfwscanf-internal.c                                                __vfwscanf_internal                                                                      __vfwscanf_internal                                                                     
0x7fca05e28cb4         300297           6447  46.58    local    default vfwscanf-internal.c                                                __vfwscanf_internal.cold                                                                 __vfwscanf_internal.cold                                                                
