Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,TCC_HIT_sum,TCC_MISS_sum,ALUStalledByLDS,LDSBankConflict,FETCH_SIZE,WRITE_SIZE,GPUBusy,Wavefronts,VALUInsts,SALUInsts,VFetchInsts,SFetchInsts,VWriteInsts,LDSInsts,GDSInsts,VALUUtilization,VALUBusy,SALUBusy,L2CacheHit,MemUnitBusy,MemUnitStalled,WriteUnitStalled
0,"mat_mult(float*, float*, float*, unsigned long, unsigned long, unsigned long) [clone .kd]",0,0,3,99017,99017,536640,64,0,0,8,32,0,0x0,0x154ea978d940,8990070.0000000000,29306.0000000000,0.0000000000,0.0000000000,1559.6875000000,284.0625000000,100.0000000000,8385.0000000000,1570.0000000000,776.0000000000,0.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,100.0000000000,20.3533042144,10.0599771149,99.6872279795,89.7825651597,0.4463711559,0.0000000000
