  StartAddress   AddressRange  #Instructions  Ratio Linkage Visibility  Module                                                                   Function                                                                                 FunctionSignature                                                                       
0x7113ffe97800            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ4497800                                                                              targ4497800                                                                             
0x7113ffe97fe0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ4497fe0                                                                              targ4497fe0                                                                             
0x7113ffe983b0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44983b0                                                                              targ44983b0                                                                             
0x7113ffe98b70            137             40   3.42   global    default libamd_comgr.so.2.6.60002                                                targ4498b70                                                                              targ4498b70                                                                             
0x7113ffe996c0            131             38   3.45   global    default libamd_comgr.so.2.6.60002                                                targ44996c0                                                                              targ44996c0                                                                             
0x7113ffe99da0            327             88   3.72   global    default libamd_comgr.so.2.6.60002                                                targ4499da0                                                                              targ4499da0                                                                             
0x7113ffe9a8a0            131             40   3.27   global    default libamd_comgr.so.2.6.60002                                                targ449a8a0                                                                              targ449a8a0                                                                             
0x7113ffe9ae10            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ449ae10                                                                              targ449ae10                                                                             
0x7113ffe9b440            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ449b440                                                                              targ449b440                                                                             
0x7113ffe9b7f0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ449b7f0                                                                              targ449b7f0                                                                             
0x7113ffe9bb50            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ449bb50                                                                              targ449bb50                                                                             
0x7113ffe9bf40            131             38   3.45   global    default libamd_comgr.so.2.6.60002                                                targ449bf40                                                                              targ449bf40                                                                             
0x7113ffe9cba0            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ449cba0                                                                              targ449cba0                                                                             
0x7113ffe9da40            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ449da40                                                                              targ449da40                                                                             
0x7113ffe9ddf0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ449ddf0                                                                              targ449ddf0                                                                             
0x7113ffe9e1f0            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ449e1f0                                                                              targ449e1f0                                                                             
0x7113ffe9e5b0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ449e5b0                                                                              targ449e5b0                                                                             
0x7113ffea0d50            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ44a0d50                                                                              targ44a0d50                                                                             
0x7113ffea1110            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a1110                                                                              targ44a1110                                                                             
0x7113ffea1800            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a1800                                                                              targ44a1800                                                                             
0x7113ffea2150            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a2150                                                                              targ44a2150                                                                             
0x7113ffea24e0            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ44a24e0                                                                              targ44a24e0                                                                             
0x7113ffea28c0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a28c0                                                                              targ44a28c0                                                                             
0x7113ffea2c90            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ44a2c90                                                                              targ44a2c90                                                                             
0x7113ffea2f70            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ44a2f70                                                                              targ44a2f70                                                                             
0x7113ffea3220            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a3220                                                                              targ44a3220                                                                             
0x7113ffea35b0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a35b0                                                                              targ44a35b0                                                                             
0x7113ffea3950            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a3950                                                                              targ44a3950                                                                             
0x7113ffea3cb0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a3cb0                                                                              targ44a3cb0                                                                             
0x7113ffea4040            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ44a4040                                                                              targ44a4040                                                                             
0x7113ffea4420            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a4420                                                                              targ44a4420                                                                             
0x7113ffea4a60            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ44a4a60                                                                              targ44a4a60                                                                             
0x7113ffea5030            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a5030                                                                              targ44a5030                                                                             
0x7113ffea53d0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a53d0                                                                              targ44a53d0                                                                             
0x7113ffea62d0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a62d0                                                                              targ44a62d0                                                                             
0x7113ffea66c0            131             38   3.45   global    default libamd_comgr.so.2.6.60002                                                targ44a66c0                                                                              targ44a66c0                                                                             
0x7113ffea6ae0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a6ae0                                                                              targ44a6ae0                                                                             
0x7113ffea6e70            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a6e70                                                                              targ44a6e70                                                                             
0x7113ffea7580            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a7580                                                                              targ44a7580                                                                             
0x7113ffea7930            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a7930                                                                              targ44a7930                                                                             
0x7113ffea7c90            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a7c90                                                                              targ44a7c90                                                                             
0x7113ffea8bc0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a8bc0                                                                              targ44a8bc0                                                                             
0x7113ffea8f50            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a8f50                                                                              targ44a8f50                                                                             
0x7113ffea96a0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a96a0                                                                              targ44a96a0                                                                             
0x7113ffea9a90            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44a9a90                                                                              targ44a9a90                                                                             
0x7113ffeaa540            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44aa540                                                                              targ44aa540                                                                             
0x7113ffeaac30            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44aac30                                                                              targ44aac30                                                                             
0x7113ffeaafc0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44aafc0                                                                              targ44aafc0                                                                             
0x7113ffeab350            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44ab350                                                                              targ44ab350                                                                             
0x7113ffeab6b0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44ab6b0                                                                              targ44ab6b0                                                                             
0x7113ffeaba70            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44aba70                                                                              targ44aba70                                                                             
0x7113ffeac190            126             38   3.32   global    default libamd_comgr.so.2.6.60002                                                targ44ac190                                                                              targ44ac190                                                                             
0x7113ffeac990            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44ac990                                                                              targ44ac990                                                                             
0x7113ffeacd50            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44acd50                                                                              targ44acd50                                                                             
0x7113ffead130            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44ad130                                                                              targ44ad130                                                                             
0x7113ffead4a0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44ad4a0                                                                              targ44ad4a0                                                                             
0x7113ffead800            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44ad800                                                                              targ44ad800                                                                             
0x7113ffeadb60            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44adb60                                                                              targ44adb60                                                                             
0x7113ffeadee0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44adee0                                                                              targ44adee0                                                                             
0x7113ffeaed90            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44aed90                                                                              targ44aed90                                                                             
0x7113ffeaf760            138             40   3.45   global    default libamd_comgr.so.2.6.60002                                                targ44af760                                                                              targ44af760                                                                             
0x7113ffeafcf0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44afcf0                                                                              targ44afcf0                                                                             
0x7113ffeb0c40            153             44   3.48   global    default libamd_comgr.so.2.6.60002                                                targ44b0c40                                                                              targ44b0c40                                                                             
0x7113ffeb17d0            156             49   3.18   global    default libamd_comgr.so.2.6.60002                                                targ44b17d0                                                                              targ44b17d0                                                                             
0x7113ffeb1e60            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b1e60                                                                              targ44b1e60                                                                             
0x7113ffeb24a0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b24a0                                                                              targ44b24a0                                                                             
0x7113ffeb2800            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b2800                                                                              targ44b2800                                                                             
0x7113ffeb2b90            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b2b90                                                                              targ44b2b90                                                                             
0x7113ffeb2f50            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b2f50                                                                              targ44b2f50                                                                             
0x7113ffeb3310            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b3310                                                                              targ44b3310                                                                             
0x7113ffeb3a00            131             38   3.45   global    default libamd_comgr.so.2.6.60002                                                targ44b3a00                                                                              targ44b3a00                                                                             
0x7113ffeb3e50            131             38   3.45   global    default libamd_comgr.so.2.6.60002                                                targ44b3e50                                                                              targ44b3e50                                                                             
0x7113ffeb4520            140             40   3.50   global    default libamd_comgr.so.2.6.60002                                                targ44b4520                                                                              targ44b4520                                                                             
0x7113ffeb5910            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b5910                                                                              targ44b5910                                                                             
0x7113ffeb5ca0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b5ca0                                                                              targ44b5ca0                                                                             
0x7113ffeb6030            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b6030                                                                              targ44b6030                                                                             
0x7113ffeb67e0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b67e0                                                                              targ44b67e0                                                                             
0x7113ffeb72e0            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ44b72e0                                                                              targ44b72e0                                                                             
0x7113ffeb7820            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b7820                                                                              targ44b7820                                                                             
0x7113ffeb86f0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b86f0                                                                              targ44b86f0                                                                             
0x7113ffeb8a50            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b8a50                                                                              targ44b8a50                                                                             
0x7113ffeb8e10            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b8e10                                                                              targ44b8e10                                                                             
0x7113ffeb91c0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b91c0                                                                              targ44b91c0                                                                             
0x7113ffeb9520            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44b9520                                                                              targ44b9520                                                                             
0x7113ffeba2e0            123             36   3.42   global    default libamd_comgr.so.2.6.60002                                                targ44ba2e0                                                                              targ44ba2e0                                                                             
0x7113ffebbcf0            129             38   3.39   global    default libamd_comgr.so.2.6.60002                                                targ44bbcf0                                                                              targ44bbcf0                                                                             
0x7113ffee4030           1870          10553   0.18   global    default libamd_comgr.so.2.6.60002                                                targ44e4030                                                                              targ44e4030                                                                             
0x7113ffee4790           1773          17442   0.10   global    default libamd_comgr.so.2.6.60002                                                targ44e4790                                                                              targ44e4790                                                                             
0x7113ffee8e50           2912            739   3.94   global    default libamd_comgr.so.2.6.60002                                                targ44e8e50                                                                              targ44e8e50                                                                             
0x7113ffef77f0            247             54   4.57   global    default libamd_comgr.so.2.6.60002                                                targ44f77f0                                                                              targ44f77f0                                                                             
0x7113ffefb040             45            185   0.24   global    default libamd_comgr.so.2.6.60002                                                targ44fb040                                                                              targ44fb040                                                                             
0x7113ffeff460         324970            109 2981.38   global    default libamd_comgr.so.2.6.60002                                                targ44ff460                                                                              targ44ff460                                                                             
0x7113ffeff8d0             80             76   1.05   global    default libamd_comgr.so.2.6.60002                                                targ44ff8d0                                                                              targ44ff8d0                                                                             
0x7113fff01de0          84209            176 478.46   global    default libamd_comgr.so.2.6.60002                                                targ4501de0                                                                              targ4501de0                                                                             
0x7113fff090d0            870            221   3.94   global    default libamd_comgr.so.2.6.60002                                                targ45090d0                                                                              targ45090d0                                                                             
0x7113fff0a960           4762            376  12.66   global    default libamd_comgr.so.2.6.60002                                                targ450a960                                                                              targ450a960                                                                             
0x7113fff0b2e0           2330            618   3.77   global    default libamd_comgr.so.2.6.60002                                                targ450b2e0                                                                              targ450b2e0                                                                             
0x7113fff0bc00           1484            388   3.82   global    default libamd_comgr.so.2.6.60002                                                targ450bc00                                                                              targ450bc00                                                                             
0x7113fff0c1d0           1193            326   3.66   global    default libamd_comgr.so.2.6.60002                                                targ450c1d0                                                                              targ450c1d0                                                                             
0x7113fff0c680           1161            996   1.17   global    default libamd_comgr.so.2.6.60002                                                targ450c680                                                                              targ450c680                                                                             
0x7113fff0ce90            193             50   3.86   global    default libamd_comgr.so.2.6.60002                                                targ450ce90                                                                              targ450ce90                                                                             
0x7113fff0d7b0           2055            512   4.01   global    default libamd_comgr.so.2.6.60002                                                targ450d7b0                                                                              targ450d7b0                                                                             
0x7113fff16590            321             91   3.53   global    default libamd_comgr.so.2.6.60002                                                targ4516590                                                                              targ4516590                                                                             
0x7113fff23c50             93             26   3.58   global    default libamd_comgr.so.2.6.60002                                                targ4523c50                                                                              targ4523c50                                                                             
0x7113fff26840           1968            423   4.65   global    default libamd_comgr.so.2.6.60002                                                targ4526840                                                                              targ4526840                                                                             
0x7113fff2bdd0            241            494   0.49   global    default libamd_comgr.so.2.6.60002                                                targ452bdd0                                                                              targ452bdd0                                                                             
0x7113fff3e730            338             89   3.80   global    default libamd_comgr.so.2.6.60002                                                targ453e730                                                                              targ453e730                                                                             
0x7113fff3ff50           1379            308   4.48   global    default libamd_comgr.so.2.6.60002                                                targ453ff50                                                                              targ453ff50                                                                             
0x7113fff407e0           1139            258   4.41   global    default libamd_comgr.so.2.6.60002                                                targ45407e0                                                                              targ45407e0                                                                             
0x7113fff41410           4353            920   4.73   global    default libamd_comgr.so.2.6.60002                                                targ4541410                                                                              targ4541410                                                                             
0x7113fff427f0          33293           7623   4.37   global    default libamd_comgr.so.2.6.60002                                                targ45427f0                                                                              targ45427f0                                                                             
0x7113fff45450           9511           1862   5.11   global    default libamd_comgr.so.2.6.60002                                                targ4545450                                                                              targ4545450                                                                             
0x7113fff47a60           1042            261   3.99   global    default libamd_comgr.so.2.6.60002                                                targ4547a60                                                                              targ4547a60                                                                             
0x7113fff48d00           1724            409   4.22   global    default libamd_comgr.so.2.6.60002                                                targ4548d00                                                                              targ4548d00                                                                             
0x7113fff493c0           2844            706   4.03   global    default libamd_comgr.so.2.6.60002                                                targ45493c0                                                                              targ45493c0                                                                             
0x7113fff49ee0           2845            649   4.38   global    default libamd_comgr.so.2.6.60002                                                targ4549ee0                                                                              targ4549ee0                                                                             
0x7113fff4e8d0            250             69   3.62   global    default libamd_comgr.so.2.6.60002                                                targ454e8d0                                                                              targ454e8d0                                                                             
0x7113fff56ed0            172             48   3.58   global    default libamd_comgr.so.2.6.60002                                                targ4556ed0                                                                              targ4556ed0                                                                             
0x7113fff57090             48             17   2.82   global    default libamd_comgr.so.2.6.60002                                                targ4557090                                                                              targ4557090                                                                             
0x7113fff9d550           3166            741   4.27   global    default libamd_comgr.so.2.6.60002                                                targ459d550                                                                              targ459d550                                                                             
0x7113fff9e0d0            222             72   3.08   global    default libamd_comgr.so.2.6.60002                                                targ459e0d0                                                                              targ459e0d0                                                                             
0x7113fffa1060            752            194   3.88   global    default libamd_comgr.so.2.6.60002                                                targ45a1060                                                                              targ45a1060                                                                             
0x7113fffa124f            257             48   5.35   global    default libamd_comgr.so.2.6.60002                                                targ45a124f                                                                              targ45a124f                                                                             
0x7113fffb15e0           6162           1243   4.96   global    default libamd_comgr.so.2.6.60002                                                targ45b15e0                                                                              targ45b15e0                                                                             
0x7113fffb6350           2320            615   3.77   global    default libamd_comgr.so.2.6.60002                                                targ45b6350                                                                              targ45b6350                                                                             
0x7113fffba500            217             69   3.14   global    default libamd_comgr.so.2.6.60002                                                targ45ba500                                                                              targ45ba500                                                                             
0x7113fffba5e0            328            167   1.96   global    default libamd_comgr.so.2.6.60002                                                targ45ba5e0                                                                              targ45ba5e0                                                                             
0x7113fffc3d90           2211            479   4.62   global    default libamd_comgr.so.2.6.60002                                                targ45c3d90                                                                              targ45c3d90                                                                             
0x7113fffc4640          94143            577 163.16   global    default libamd_comgr.so.2.6.60002                                                targ45c4640                                                                              targ45c4640                                                                             
0x7113fffc4d30          68184           2742  24.87   global    default libamd_comgr.so.2.6.60002                                                targ45c4d30                                                                              targ45c4d30                                                                             
0x7113fffc85f0           1220            266   4.59   global    default libamd_comgr.so.2.6.60002                                                targ45c85f0                                                                              targ45c85f0                                                                             
0x7113fffc8ac0           1220            266   4.59   global    default libamd_comgr.so.2.6.60002                                                targ45c8ac0                                                                              targ45c8ac0                                                                             
0x7113fffc8f90           1212            262   4.63   global    default libamd_comgr.so.2.6.60002                                                targ45c8f90                                                                              targ45c8f90                                                                             
0x7113fffc9450            656            133   4.93   global    default libamd_comgr.so.2.6.60002                                                targ45c9450                                                                              targ45c9450                                                                             
0x7113fffca0e0           1616            342   4.73   global    default libamd_comgr.so.2.6.60002                                                targ45ca0e0                                                                              targ45ca0e0                                                                             
0x7113fffca730            928            182   5.10   global    default libamd_comgr.so.2.6.60002                                                targ45ca730                                                                              targ45ca730                                                                             
0x7113fffcaad0           1212            262   4.63   global    default libamd_comgr.so.2.6.60002                                                targ45caad0                                                                              targ45caad0                                                                             
0x7113fffcaf90            656            133   4.93   global    default libamd_comgr.so.2.6.60002                                                targ45caf90                                                                              targ45caf90                                                                             
0x7113fffcb220           1220            266   4.59   global    default libamd_comgr.so.2.6.60002                                                targ45cb220                                                                              targ45cb220                                                                             
0x7113fffcb6f0            656            135   4.86   global    default libamd_comgr.so.2.6.60002                                                targ45cb6f0                                                                              targ45cb6f0                                                                             
