  StartAddress   AddressRange  #Instructions  Ratio Linkage Visibility  Module                                                                                   Function                                                                                 FunctionSignature                                                                       
0x1499d2a4a020          37414           8217   4.55   global    default libamd_comgr.so.2.4.50002                                                                targ2d81020                                                                              targ2d81020                                                                             
0x1499d2a518e0           6502           1451   4.48   global    default libamd_comgr.so.2.4.50002                                                                targ2d888e0                                                                              targ2d888e0                                                                             
0x1499d2a53490          13071           2647   4.94   global    default libamd_comgr.so.2.4.50002                                                                targ2d8a490                                                                              targ2d8a490                                                                             
0x1499d2a54b00           7327           2562   2.86   global    default libamd_comgr.so.2.4.50002                                                                targ2d8bb00                                                                              targ2d8bb00                                                                             
0x1499d2a80730           1535            390   3.94   global    default libamd_comgr.so.2.4.50002                                                                targ2db7730                                                                              targ2db7730                                                                             
0x1499d2a80970            959            252   3.81   global    default libamd_comgr.so.2.4.50002                                                                targ2db7970                                                                              targ2db7970                                                                             
0x1499d2a85310           2192            395   5.55   global    default libamd_comgr.so.2.4.50002                                                                targ2dbc310                                                                              targ2dbc310                                                                             
0x1499d2a854f0           1712            304   5.63   global    default libamd_comgr.so.2.4.50002                                                                targ2dbc4f0                                                                              targ2dbc4f0                                                                             
0x1499d2a86510           7535           1239   6.08   global    default libamd_comgr.so.2.4.50002                                                                targ2dbd510                                                                              targ2dbd510                                                                             
0x1499d2a874b0           3535            582   6.07   global    default libamd_comgr.so.2.4.50002                                                                targ2dbe4b0                                                                              targ2dbe4b0                                                                             
0x1499d2a9cc80             98             28   3.50   global    default libamd_comgr.so.2.4.50002                                                                targ2dd3c80                                                                              targ2dd3c80                                                                             
0x1499d2b30ea0            581            157   3.70   global    default libamd_comgr.so.2.4.50002                                                                targ2e67ea0                                                                              targ2e67ea0                                                                             
0x1499d2b310f0           1310            479   2.73   global    default libamd_comgr.so.2.4.50002                                                                targ2e680f0                                                                              targ2e680f0                                                                             
0x1499d2b39d70           1623            336   4.83   global    default libamd_comgr.so.2.4.50002                                                                targ2e70d70                                                                              targ2e70d70                                                                             
0x1499d2b39e80           1351            266   5.08   global    default libamd_comgr.so.2.4.50002                                                                targ2e70e80                                                                              targ2e70e80                                                                             
0x1499d2b52a80            351            110   3.19   global    default libamd_comgr.so.2.4.50002                                                                targ2e89a80                                                                              targ2e89a80                                                                             
0x1499d2b52be0            490            248   1.98   global    default libamd_comgr.so.2.4.50002                                                                targ2e89be0                                                                              targ2e89be0                                                                             
0x1499d2b8dd90         334268            543 615.59   global    default libamd_comgr.so.2.4.50002                                                                targ2ec4d90                                                                              targ2ec4d90                                                                             
0x1499d2bdeba0           2988            447   6.68   global    default libamd_comgr.so.2.4.50002                                                                targ2f15ba0                                                                              targ2f15ba0                                                                             
0x1499d2c9a750            343             82   4.18   global    default libamd_comgr.so.2.4.50002                                                                targ2fd1750                                                                              targ2fd1750                                                                             
0x1499d2c9a7b0            247             62   3.98   global    default libamd_comgr.so.2.4.50002                                                                targ2fd17b0                                                                              targ2fd17b0                                                                             
0x1499d2c9e4c0           1426            331   4.31   global    default libamd_comgr.so.2.4.50002                                                                targ2fd54c0                                                                              targ2fd54c0                                                                             
0x1499d2c9e600           1106            237   4.67   global    default libamd_comgr.so.2.4.50002                                                                targ2fd5600                                                                              targ2fd5600                                                                             
0x1499d2caea70           2577            542   4.75   global    default libamd_comgr.so.2.4.50002                                                                targ2fe5a70                                                                              targ2fe5a70                                                                             
0x1499d2caf160            801            138   5.80   global    default libamd_comgr.so.2.4.50002                                                                targ2fe6160                                                                              targ2fe6160                                                                             
0x1499d2cc2980           3290            853   3.86   global    default libamd_comgr.so.2.4.50002                                                                targ2ff9980                                                                              targ2ff9980                                                                             
0x1499d2cc3110           1354            324   4.18   global    default libamd_comgr.so.2.4.50002                                                                targ2ffa110                                                                              targ2ffa110                                                                             
0x1499d2cf4990           6472           1248   5.19   global    default libamd_comgr.so.2.4.50002                                                                targ302b990                                                                              targ302b990                                                                             
0x1499d2cf5dca             13             16   0.81   global    default libamd_comgr.so.2.4.50002                                                                targ302cdca                                                                              targ302cdca                                                                             
0x1499d2d18af0        4508586            124 36359.56   global    default libamd_comgr.so.2.4.50002                                                                targ304faf0                                                                              targ304faf0                                                                             
0x1499d2d1e490          37474            143 262.06   global    default libamd_comgr.so.2.4.50002                                                                targ3055490                                                                              targ3055490                                                                             
0x1499d2d20880           6532           1352   4.83   global    default libamd_comgr.so.2.4.50002                                                                targ3057880                                                                              targ3057880                                                                             
0x1499d2d213f0           3604           1328   2.71   global    default libamd_comgr.so.2.4.50002                                                                targ30583f0                                                                              targ30583f0                                                                             
0x1499d2d221b7              9             72   0.12   global    default libamd_comgr.so.2.4.50002                                                                targ30591b7                                                                              targ30591b7                                                                             
0x1499d2d275f0            154             43   3.58   global    default libamd_comgr.so.2.4.50002                                                                targ305e5f0                                                                              targ305e5f0                                                                             
0x1499d2d27690             98             30   3.27   global    default libamd_comgr.so.2.4.50002                                                                targ305e690                                                                              targ305e690                                                                             
0x1499d2d2b980           2114            460   4.60   global    default libamd_comgr.so.2.4.50002                                                                targ3062980                                                                              targ3062980                                                                             
0x1499d2d2bfe0            482            115   4.19   global    default libamd_comgr.so.2.4.50002                                                                targ3062fe0                                                                              targ3062fe0                                                                             
0x1499d2d32a70            636            157   4.05   global    default libamd_comgr.so.2.4.50002                                                                targ3069a70                                                                              targ3069a70                                                                             
0x1499d2d32bad            240             19  12.63   global    default libamd_comgr.so.2.4.50002                                                                targ3069bad                                                                              targ3069bad                                                                             
0x1499d2d3dcd0        4067189            304 13378.91   global    default libamd_comgr.so.2.4.50002                                                                targ3074cd0                                                                              targ3074cd0                                                                             
0x1499d2d4d690       14243611            528 26976.54   global    default libamd_comgr.so.2.4.50002                                                                targ3084690                                                                              targ3084690                                                                             
0x1499d2d65a40        1856493            126 14734.07   global    default libamd_comgr.so.2.4.50002                                                                targ309ca40                                                                              targ309ca40                                                                             
0x1499d2d65c00        3158619            356 8872.53   global    default libamd_comgr.so.2.4.50002                                                                targ309cc00                                                                              targ309cc00                                                                             
0x1499d2d65cc0        3104936            294 10561.01   global    default libamd_comgr.so.2.4.50002                                                                targ309ccc0                                                                              targ309ccc0                                                                             
0x1499d2d65de0        1863010            223 8354.30   global    default libamd_comgr.so.2.4.50002                                                                targ309cde0                                                                              targ309cde0                                                                             
0x1499d2d65e40        1850942            589 3142.52   global    default libamd_comgr.so.2.4.50002                                                                targ309ce40                                                                              targ309ce40                                                                             
0x1499d2d65e90        1839155             73 25193.90   global    default libamd_comgr.so.2.4.50002                                                                targ309ce90                                                                              targ309ce90                                                                             
0x1499d2d65f10        1853415             90 20593.50   global    default libamd_comgr.so.2.4.50002                                                                targ309cf10                                                                              targ309cf10                                                                             
0x1499d2d7f2f0           2135            406   5.26   global    default libamd_comgr.so.2.4.50002                                                                targ30b62f0                                                                              targ30b62f0                                                                             
0x1499d2d7fac0            135             40   3.38   global    default libamd_comgr.so.2.4.50002                                                                targ30b6ac0                                                                              targ30b6ac0                                                                             
0x1499d2da9cc0              2              1   2.00   global    default libamd_comgr.so.2.4.50002                                                                targ30e0cc0                                                                              targ30e0cc0                                                                             
0x1499d2dd9410          37115           8220   4.52   global    default libamd_comgr.so.2.4.50002                                                                targ3110410                                                                              targ3110410                                                                             
0x1499d2de00af           9308           6689   1.39   global    default libamd_comgr.so.2.4.50002                                                                targ31170af                                                                              targ31170af                                                                             
0x1499d2de202c           1247           6689   0.19   global    default libamd_comgr.so.2.4.50002                                                                targ311902c                                                                              targ311902c                                                                             
0x1499d2df98c0            445            115   3.87   global    default libamd_comgr.so.2.4.50002                                                                targ31308c0                                                                              targ31308c0                                                                             
0x1499d2df9b50            344            103   3.34   global    default libamd_comgr.so.2.4.50002                                                                targ3130b50                                                                              targ3130b50                                                                             
0x1499d2df9cb0             99             31   3.19   global    default libamd_comgr.so.2.4.50002                                                                targ3130cb0                                                                              targ3130cb0                                                                             
0x1499d2df9d60            301             83   3.63   global    default libamd_comgr.so.2.4.50002                                                                targ3130d60                                                                              targ3130d60                                                                             
0x1499d2e013c0             85             26   3.27   global    default libamd_comgr.so.2.4.50002                                                                targ31383c0                                                                              targ31383c0                                                                             
0x1499d2e01420            106             31   3.42   global    default libamd_comgr.so.2.4.50002                                                                targ3138420                                                                              targ3138420                                                                             
0x1499d2e01490            106             31   3.42   global    default libamd_comgr.so.2.4.50002                                                                targ3138490                                                                              targ3138490                                                                             
0x1499d2e01500            307             83   3.70   global    default libamd_comgr.so.2.4.50002                                                                targ3138500                                                                              targ3138500                                                                             
0x1499d2e01660            653            166   3.93   global    default libamd_comgr.so.2.4.50002                                                                targ3138660                                                                              targ3138660                                                                             
0x1499d2e018f0            653            166   3.93   global    default libamd_comgr.so.2.4.50002                                                                targ31388f0                                                                              targ31388f0                                                                             
0x1499d2e02690           1165            282   4.13   global    default libamd_comgr.so.2.4.50002                                                                targ3139690                                                                              targ3139690                                                                             
0x1499d2e02a20            253             70   3.61   global    default libamd_comgr.so.2.4.50002                                                                targ3139a20                                                                              targ3139a20                                                                             
0x1499d2e02b20           5232           1254   4.17   global    default libamd_comgr.so.2.4.50002                                                                targ3139b20                                                                              targ3139b20                                                                             
0x1499d2e03990           1536            347   4.43   global    default libamd_comgr.so.2.4.50002                                                                targ313a990                                                                              targ313a990                                                                             
0x1499d2e11890           1571            392   4.01   global    default libamd_comgr.so.2.4.50002                                                                targ3148890                                                                              targ3148890                                                                             
0x1499d2e11a80           1075            258   4.17   global    default libamd_comgr.so.2.4.50002                                                                targ3148a80                                                                              targ3148a80                                                                             
0x1499d2e11d80            307             89   3.45   global    default libamd_comgr.so.2.4.50002                                                                targ3148d80                                                                              targ3148d80                                                                             
0x1499d2e134e0            653            169   3.86   global    default libamd_comgr.so.2.4.50002                                                                targ314a4e0                                                                              targ314a4e0                                                                             
0x1499d2e13770           7271           1752   4.15   global    default libamd_comgr.so.2.4.50002                                                                targ314a770                                                                              targ314a770                                                                             
0x1499d2e13840             77             27   2.85   global    default libamd_comgr.so.2.4.50002                                                                targ314a840                                                                              targ314a840                                                                             
0x1499d2e13da0            237             67   3.54   global    default libamd_comgr.so.2.4.50002                                                                targ314ada0                                                                              targ314ada0                                                                             
0x1499d2e13e90            445            118   3.77   global    default libamd_comgr.so.2.4.50002                                                                targ314ae90                                                                              targ314ae90                                                                             
0x1499d2e14050            472            144   3.28   global    default libamd_comgr.so.2.4.50002                                                                targ314b050                                                                              targ314b050                                                                             
0x1499d2e14180            168             51   3.29   global    default libamd_comgr.so.2.4.50002                                                                targ314b180                                                                              targ314b180                                                                             
0x1499d2e142a0            136             42   3.24   global    default libamd_comgr.so.2.4.50002                                                                targ314b2a0                                                                              targ314b2a0                                                                             
0x1499d2e14330            256             75   3.41   global    default libamd_comgr.so.2.4.50002                                                                targ314b330                                                                              targ314b330                                                                             
0x1499d2e14ea0            237             67   3.54   global    default libamd_comgr.so.2.4.50002                                                                targ314bea0                                                                              targ314bea0                                                                             
0x1499d2e14f90            653            169   3.86   global    default libamd_comgr.so.2.4.50002                                                                targ314bf90                                                                              targ314bf90                                                                             
0x1499d2e15220            439            118   3.72   global    default libamd_comgr.so.2.4.50002                                                                targ314c220                                                                              targ314c220                                                                             
0x1499d2e1d290            357             94   3.80   global    default libamd_comgr.so.2.4.50002                                                                targ3154290                                                                              targ3154290                                                                             
0x1499d2e1d400            150            140   1.07   global    default libamd_comgr.so.2.4.50002                                                                targ3154400                                                                              targ3154400                                                                             
0x1499d2e1de70            489            131   3.73   global    default libamd_comgr.so.2.4.50002                                                                targ3154e70                                                                              targ3154e70                                                                             
0x1499d2e1df10            329             88   3.74   global    default libamd_comgr.so.2.4.50002                                                                targ3154f10                                                                              targ3154f10                                                                             
0x1499d2e1efc0            217             58   3.74   global    default libamd_comgr.so.2.4.50002                                                                targ3155fc0                                                                              targ3155fc0                                                                             
0x1499d2e1f080             25              7   3.57   global    default libamd_comgr.so.2.4.50002                                                                targ3156080                                                                              targ3156080                                                                             
0x1499d2e1f0a0            373            100   3.73   global    default libamd_comgr.so.2.4.50002                                                                targ31560a0                                                                              targ31560a0                                                                             
0x1499d2e34180            317             87   3.64   global    default libamd_comgr.so.2.4.50002                                                                targ316b180                                                                              targ316b180                                                                             
0x1499d2e342c0             99             31   3.19   global    default libamd_comgr.so.2.4.50002                                                                targ316b2c0                                                                              targ316b2c0                                                                             
0x1499d2e34330            421            114   3.69   global    default libamd_comgr.so.2.4.50002                                                                targ316b330                                                                              targ316b330                                                                             
0x1499d2e344e0            477            126   3.79   global    default libamd_comgr.so.2.4.50002                                                                targ316b4e0                                                                              targ316b4e0                                                                             
0x1499d2e346c0            221             61   3.62   global    default libamd_comgr.so.2.4.50002                                                                targ316b6c0                                                                              targ316b6c0                                                                             
0x1499d2e347a0            397            109   3.64   global    default libamd_comgr.so.2.4.50002                                                                targ316b7a0                                                                              targ316b7a0                                                                             
0x1499d2e34930            221             61   3.62   global    default libamd_comgr.so.2.4.50002                                                                targ316b930                                                                              targ316b930                                                                             
0x1499d2e34a10            509            134   3.80   global    default libamd_comgr.so.2.4.50002                                                                targ316ba10                                                                              targ316ba10                                                                             
0x1499d2e34c10            222             74   3.00   global    default libamd_comgr.so.2.4.50002                                                                targ316bc10                                                                              targ316bc10                                                                             
0x1499d2e34cf0           1106            268   4.13   global    default libamd_comgr.so.2.4.50002                                                                targ316bcf0                                                                              targ316bcf0                                                                             
0x1499d2e35150            237             66   3.59   global    default libamd_comgr.so.2.4.50002                                                                targ316c150                                                                              targ316c150                                                                             
0x1499d2e35240            653            170   3.84   global    default libamd_comgr.so.2.4.50002                                                                targ316c240                                                                              targ316c240                                                                             
0x1499d2e35510           1191            305   3.90   global    default libamd_comgr.so.2.4.50002                                                                targ316c510                                                                              targ316c510                                                                             
0x1499d2e359c0            290             83   3.49   global    default libamd_comgr.so.2.4.50002                                                                targ316c9c0                                                                              targ316c9c0                                                                             
0x1499d2e35af0            397            107   3.71   global    default libamd_comgr.so.2.4.50002                                                                targ316caf0                                                                              targ316caf0                                                                             
0x1499d2e35c80            333             90   3.70   global    default libamd_comgr.so.2.4.50002                                                                targ316cc80                                                                              targ316cc80                                                                             
0x1499d2e35e10            103             31   3.32   global    default libamd_comgr.so.2.4.50002                                                                targ316ce10                                                                              targ316ce10                                                                             
0x1499d2e35e80            253             71   3.56   global    default libamd_comgr.so.2.4.50002                                                                targ316ce80                                                                              targ316ce80                                                                             
0x1499d2e35f80            573            149   3.85   global    default libamd_comgr.so.2.4.50002                                                                targ316cf80                                                                              targ316cf80                                                                             
0x1499d2e363e0             99             29   3.41   global    default libamd_comgr.so.2.4.50002                                                                targ316d3e0                                                                              targ316d3e0                                                                             
0x1499d2e36450            461            122   3.78   global    default libamd_comgr.so.2.4.50002                                                                targ316d450                                                                              targ316d450                                                                             
0x1499d2e36650            266             74   3.59   global    default libamd_comgr.so.2.4.50002                                                                targ316d650                                                                              targ316d650                                                                             
0x1499d2e36960            359             98   3.66   global    default libamd_comgr.so.2.4.50002                                                                targ316d960                                                                              targ316d960                                                                             
0x1499d2e36ad0            122             38   3.21   global    default libamd_comgr.so.2.4.50002                                                                targ316dad0                                                                              targ316dad0                                                                             
0x1499d2e36d20           1480            329   4.50   global    default libamd_comgr.so.2.4.50002                                                                targ316dd20                                                                              targ316dd20                                                                             
0x1499d2e372f0            965            248   3.89   global    default libamd_comgr.so.2.4.50002                                                                targ316e2f0                                                                              targ316e2f0                                                                             
0x1499d2e377f0            401            116   3.46   global    default libamd_comgr.so.2.4.50002                                                                targ316e7f0                                                                              targ316e7f0                                                                             
0x1499d2e37d30            525            140   3.75   global    default libamd_comgr.so.2.4.50002                                                                targ316ed30                                                                              targ316ed30                                                                             
0x1499d2e37f40            593            158   3.75   global    default libamd_comgr.so.2.4.50002                                                                targ316ef40                                                                              targ316ef40                                                                             
0x1499d2e39400            616            159   3.87   global    default libamd_comgr.so.2.4.50002                                                                targ3170400                                                                              targ3170400                                                                             
0x1499d2e3bab0           2493            623   4.00   global    default libamd_comgr.so.2.4.50002                                                                targ3172ab0                                                                              targ3172ab0                                                                             
0x1499d2e3cc70           5159           1376   3.75   global    default libamd_comgr.so.2.4.50002                                                                targ3173c70                                                                              targ3173c70                                                                             
0x1499d2e3cdc0           4823           1279   3.77   global    default libamd_comgr.so.2.4.50002                                                                targ3173dc0                                                                              targ3173dc0                                                                             
0x1499d2e3cf10           4487           1182   3.80   global    default libamd_comgr.so.2.4.50002                                                                targ3173f10                                                                              targ3173f10                                                                             
0x1499d2e3d070           4135           1086   3.81   global    default libamd_comgr.so.2.4.50002                                                                targ3174070                                                                              targ3174070                                                                             
0x1499d2e3d1b0           3815            995   3.83   global    default libamd_comgr.so.2.4.50002                                                                targ31741b0                                                                              targ31741b0                                                                             
0x1499d2e3d300           3479            898   3.87   global    default libamd_comgr.so.2.4.50002                                                                targ3174300                                                                              targ3174300                                                                             
0x1499d2e3d450           3143            801   3.92   global    default libamd_comgr.so.2.4.50002                                                                targ3174450                                                                              targ3174450                                                                             
0x1499d2e3d590           2823            710   3.98   global    default libamd_comgr.so.2.4.50002                                                                targ3174590                                                                              targ3174590                                                                             
0x1499d2e3d6d0           2503            619   4.04   global    default libamd_comgr.so.2.4.50002                                                                targ31746d0                                                                              targ31746d0                                                                             
0x1499d2e3d820           2167            522   4.15   global    default libamd_comgr.so.2.4.50002                                                                targ3174820                                                                              targ3174820                                                                             
0x1499d2e3e8b0           2989            715   4.18   global    default libamd_comgr.so.2.4.50002                                                                targ31758b0                                                                              targ31758b0                                                                             
