Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,DispatchNs,BeginNs,EndNs,CompleteNs
0,"mat_mult(float*, float*, float*, unsigned long, unsigned long, unsigned long) [clone .kd]",0,0,3,130373,130373,536640,64,0,0,8,32,0,0x0,0x14bf274a8780,3287150768958277,3287150768978672,3287150769330514,3287150769332112
