device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1382.8539,1382.2767,1383.431,4948.0522,4947.0698,4949.0347,9370.3643,9368.9844,9371.7441,18367.203,18359.049,18375.357,21708.383,21707.48,21709.285,20862.852,20861.699,20864.004,176060.34,176046.27,176074.42,168136.98,168127.05,168146.92,42328.184,42325.562,42330.805,42124.922,42122.988,42126.855,170611.06,170604.75,170617.38
