"Domain","Function","Process_Id","Thread_Id","Correlation_Id","Start_Timestamp","End_Timestamp"
"HSA_AMD_EXT_API","hsa_amd_signal_create",11789,11789,532,3271051905808,3271051905848
"HSA_AMD_EXT_API","hsa_amd_signal_create",11789,11789,533,3271051906109,3271051906169
"HSA_AMD_EXT_API","hsa_amd_signal_create",11789,11789,534,3271051908022,3271051908072
"HSA_AMD_EXT_API","hsa_amd_signal_create",11789,11789,535,3271051908383,3271051908423
"HSA_CORE_API","hsa_signal_create",11789,11789,536,3271051908824,3271051908964
"HSA_CORE_API","hsa_signal_create",11789,11789,537,3271051909545,3271051911308
"HSA_CORE_API","hsa_signal_create",11789,11789,538,3271051911659,3271051912430
"HSA_CORE_API","hsa_signal_create",11789,11789,539,3271051912831,3271051913583
"HSA_CORE_API","hsa_signal_create",11789,11789,540,3271051913943,3271051914815
"HSA_AMD_EXT_API","hsa_amd_memory_pool_allocate",11789,11789,541,3271051915777,3271052504606
"HSA_AMD_EXT_API","hsa_amd_agents_allow_access",11789,11789,542,3271052505978,3271052516428
"HSA_CORE_API","hsa_signal_create",11789,11789,543,3271052517039,3271052517660
"HSA_CORE_API","hsa_signal_create",11789,11789,544,3271052517971,3271052518181
"HSA_CORE_API","hsa_signal_create",11789,11789,545,3271052518422,3271052518492
"HSA_CORE_API","hsa_signal_create",11789,11789,546,3271052518802,3271052518953
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,547,3271052529022,3271052529302
"HSA_CORE_API","hsa_queue_add_write_index_screlease",11789,11789,548,3271052531236,3271052531747
"HSA_CORE_API","hsa_queue_load_read_index_relaxed",11789,11789,549,3271052532839,3271052533189
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,550,3271052533630,3271052533771
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,551,3271052534181,3271052534292
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,552,3271052534552,3271052534582
"HSA_CORE_API","hsa_signal_silent_store_relaxed",11789,11789,553,3271052535684,3271052535844
"HSA_CORE_API","hsa_queue_load_read_index_scacquire",11789,11789,554,3271052537307,3271052537478
"HSA_CORE_API","hsa_signal_store_screlease",11789,11789,555,3271052539381,3271052558136
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,557,3271052577643,3271052577673
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,558,3271052578375,3271052578585
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,559,3271052578936,3271052578966
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,560,3271052579286,3271052579316
"HSA_CORE_API","hsa_signal_silent_store_relaxed",11789,11789,561,3271052579577,3271052579607
"HSA_AMD_EXT_API","hsa_amd_memory_copy_engine_status",11789,11789,562,3271052580228,3271052581260
"HSA_AMD_EXT_API","hsa_amd_memory_async_copy_on_engine",11789,11789,563,3271052582953,3271053114314
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,564,3271053117660,3271053117921
"HSA_CORE_API","hsa_queue_add_write_index_screlease",11789,11789,565,3271053118862,3271053119113
"HSA_CORE_API","hsa_queue_load_read_index_relaxed",11789,11789,566,3271053119564,3271053119684
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,567,3271053120015,3271053120205
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,568,3271053120496,3271053120596
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,569,3271053120856,3271053120876
"HSA_CORE_API","hsa_signal_silent_store_relaxed",11789,11789,570,3271053121297,3271053121517
"HSA_AMD_EXT_API","hsa_amd_signal_async_handler",11789,11789,571,3271053123551,3271053125204
"HSA_CORE_API","hsa_queue_load_read_index_scacquire",11789,11789,572,3271053125675,3271053125755
"HSA_CORE_API","hsa_signal_store_screlease",11789,11789,573,3271053126216,3271053128741
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,574,3271053129653,3271053129693
"HSA_CORE_API","hsa_signal_wait_scacquire",11789,11789,575,3271053131466,3271053376177
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,577,3271053384954,3271053384984
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,578,3271053385304,3271053385334
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,579,3271053385625,3271053385645
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,580,3271053385895,3271053385915
"HSA_CORE_API","hsa_signal_silent_store_relaxed",11789,11789,581,3271053386186,3271053386226
"HSA_AMD_EXT_API","hsa_amd_memory_async_copy_on_engine",11789,11789,582,3271053386667,3271053393720
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,583,3271053394612,3271053394642
"HSA_CORE_API","hsa_queue_add_write_index_screlease",11789,11789,584,3271053395063,3271053395103
"HSA_CORE_API","hsa_queue_load_read_index_relaxed",11789,11789,585,3271053395423,3271053395453
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,586,3271053395834,3271053395874
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,587,3271053396135,3271053396155
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,588,3271053396435,3271053396455
"HSA_CORE_API","hsa_signal_silent_store_relaxed",11789,11789,589,3271053396826,3271053396946
"HSA_AMD_EXT_API","hsa_amd_signal_async_handler",11789,11789,590,3271053404871,3271053405612
"HSA_CORE_API","hsa_queue_load_read_index_scacquire",11789,11789,592,3271053409169,3271053409209
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11801,591,3271053409600,3271053409870
"HSA_CORE_API","hsa_signal_store_screlease",11789,11789,593,3271053409580,3271053410712
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,594,3271053411203,3271053411253
"HSA_AMD_EXT_API","hsa_amd_profiling_get_dispatch_time",11789,11801,596,3271053414239,3271053415020
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11801,597,3271053418587,3271053418697
"HSA_CORE_API","hsa_signal_wait_scacquire",11789,11789,595,3271053411534,3271053498097
"HSA_CORE_API","hsa_queue_add_write_index_screlease",11789,11789,599,3271053501944,3271053501974
"HSA_CORE_API","hsa_queue_load_read_index_relaxed",11789,11789,600,3271053502284,3271053502305
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,601,3271053502585,3271053502625
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,602,3271053502886,3271053502916
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,603,3271053503236,3271053503266
"HSA_CORE_API","hsa_signal_silent_store_relaxed",11789,11789,604,3271053503547,3271053503577
"HSA_CORE_API","hsa_queue_load_read_index_scacquire",11789,11789,605,3271053503908,3271053503938
"HSA_CORE_API","hsa_signal_store_screlease",11789,11789,606,3271053504218,3271053504950
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,608,3271053508055,3271053508075
"HSA_CORE_API","hsa_signal_wait_scacquire",11789,11789,609,3271053508366,3271053520699
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,611,3271053524396,3271053525628
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,613,3271053531029,3271053531059
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,614,3271053531510,3271053531540
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,615,3271053532171,3271053532201
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,616,3271053532521,3271053532551
"HSA_AMD_EXT_API","hsa_amd_profiling_get_dispatch_time",11789,11789,617,3271053533082,3271053533303
"HSA_AMD_EXT_API","hsa_amd_profiling_get_dispatch_time",11789,11789,618,3271053533654,3271053533724
"HSA_CORE_API","hsa_queue_add_write_index_screlease",11789,11789,620,3271053547800,3271053547840
"HSA_CORE_API","hsa_queue_load_read_index_relaxed",11789,11789,621,3271053548151,3271053548181
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,622,3271053548431,3271053548461
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,623,3271053548722,3271053548752
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,624,3271053549023,3271053549053
"HSA_CORE_API","hsa_signal_silent_store_relaxed",11789,11789,625,3271053549313,3271053549333
"HSA_CORE_API","hsa_queue_load_read_index_scacquire",11789,11789,626,3271053549644,3271053549674
"HSA_CORE_API","hsa_signal_store_screlease",11789,11789,627,3271053549934,3271053552329
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11801,631,3271053595440,3271053595841
"HSA_CORE_API","hsa_executable_create_alt",11789,11789,632,3271053684157,3271053685029
"HSA_CORE_API","hsa_code_object_reader_create_from_memory",11789,11789,633,3271053685670,3271053698384
"HSA_CORE_API","hsa_executable_load_agent_code_object",11789,11789,634,3271053698925,3271053813090
"HSA_CORE_API","hsa_signal_create",11789,11789,636,3271053825263,3271053825603
"HSA_CORE_API","hsa_signal_wait_scacquire",11789,11789,637,3271053837716,3271053859688
"HSA_CORE_API","hsa_signal_destroy",11789,11789,638,3271053860058,3271053860269
"HSA_CORE_API","hsa_executable_freeze",11789,11789,635,3271053814492,3271053888241
"HSA_CORE_API","hsa_executable_get_symbol_by_name",11789,11789,639,3271053897629,3271053897980
"HSA_CORE_API","hsa_executable_symbol_get_info",11789,11789,640,3271053898400,3271053898461
"HSA_CORE_API","hsa_executable_symbol_get_info",11789,11789,641,3271053898821,3271053898851
"HSA_CORE_API","hsa_agent_get_info",11789,11789,642,3271053899272,3271053899402
"HSA_CORE_API","hsa_executable_symbol_get_info",11789,11789,644,3271053900024,3271053900074
"HSA_CORE_API","hsa_executable_symbol_get_info",11789,11789,645,3271053900354,3271053900384
"HSA_CORE_API","hsa_executable_symbol_get_info",11789,11789,646,3271053900635,3271053900675
"HSA_CORE_API","hsa_executable_iterate_symbols",11789,11789,643,3271053899753,3271053900825
"HSA_CORE_API","hsa_queue_add_write_index_screlease",11789,11789,647,3271053907928,3271053908149
"HSA_CORE_API","hsa_queue_load_read_index_relaxed",11789,11789,648,3271053908600,3271053908670
"HSA_CORE_API","hsa_queue_load_read_index_scacquire",11789,11789,649,3271053909040,3271053909111
"HSA_CORE_API","hsa_signal_store_screlease",11789,11789,650,3271053909571,3271053916895
"HSA_CORE_API","hsa_queue_add_write_index_screlease",11789,11789,652,3271053920322,3271053920352
"HSA_CORE_API","hsa_queue_load_read_index_relaxed",11789,11789,653,3271053920662,3271053920692
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,654,3271053921083,3271053921243
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,655,3271053921574,3271053921614
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,656,3271053921895,3271053921915
"HSA_CORE_API","hsa_signal_silent_store_relaxed",11789,11789,657,3271053922295,3271053922356
"HSA_CORE_API","hsa_queue_load_read_index_scacquire",11789,11789,658,3271053922796,3271053922826
"HSA_CORE_API","hsa_signal_store_screlease",11789,11789,659,3271053923177,3271053923848
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,661,3271053925481,3271053925512
"HSA_CORE_API","hsa_signal_wait_scacquire",11789,11789,662,3271053925872,3271058453939
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,664,3271058455603,3271058455633
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,666,3271058456705,3271058456725
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,667,3271058457035,3271058457065
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,668,3271058457386,3271058457406
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,669,3271058457696,3271058457727
"HSA_AMD_EXT_API","hsa_amd_profiling_get_dispatch_time",11789,11789,670,3271058458117,3271058458398
"HSA_AMD_EXT_API","hsa_amd_profiling_get_dispatch_time",11789,11789,671,3271058458748,3271058458789
"HSA_CORE_API","hsa_queue_add_write_index_screlease",11789,11789,673,3271058468517,3271058468577
"HSA_CORE_API","hsa_queue_load_read_index_relaxed",11789,11789,674,3271058469208,3271058469268
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,675,3271058469739,3271058469940
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,676,3271058470481,3271058470521
"HSA_CORE_API","hsa_signal_load_relaxed",11789,11789,677,3271058475440,3271058475470
