Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,TCC_HIT_sum,TCC_MISS_sum,MemUnitBusy,MemUnitStalled,WriteUnitStalled,ALUStalledByLDS,LDSBankConflict,FETCH_SIZE,WRITE_SIZE,GPUBusy,Wavefronts,VALUInsts,SALUInsts,VFetchInsts,SFetchInsts,VWriteInsts,LDSInsts,GDSInsts,VALUUtilization,VALUBusy,SALUBusy,L2CacheHit
0,"mat_mult(float*, float*, float*, unsigned long, unsigned long, unsigned long) [clone .kd]",0,0,3,44367,44367,536640,64,0,0,8,32,0,0x0,0x15203e8ec780,9619490.0000000000,29250.0000000000,91.0384127024,0.4580254233,0.0000000000,0.0000000000,0.0000000000,1556.1875000000,265.5937500000,100.0000000000,8385.0000000000,1567.0000000000,776.0000000000,0.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,100.0000000000,22.7211252437,11.2518144155,99.6537814539
