Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,TCC_HIT_sum,TCC_MISS_sum,MemUnitBusy,MemUnitStalled,WriteUnitStalled,ALUStalledByLDS,LDSBankConflict,FETCH_SIZE,WRITE_SIZE,GPUBusy,Wavefronts,VALUInsts,SALUInsts,VFetchInsts,SFetchInsts,VWriteInsts,LDSInsts,GDSInsts,VALUUtilization,VALUBusy,SALUBusy,L2CacheHit
0,"mat_mult(float*, float*, float*, unsigned long, unsigned long, unsigned long) [clone .kd]",0,0,3,44364,44364,536640,64,0,0,8,32,0,0x0,0x14a4576ca780,8863041.0000000000,29251.0000000000,91.4314179354,0.5191292328,0.0000000000,0.0000000000,0.0000000000,1556.1875000000,268.8125000000,100.0000000000,8385.0000000000,1567.0000000000,776.0000000000,0.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,100.0000000000,21.8336007567,10.8123000556,99.6671278613
