Metric,Avg,Min,Max,Unit
GPU Busy,523750.0,523750,523750,Cycles
CS Busy,4061722.0,4061722,4061722,Cycles
SPI Busy,532048.0,532048,532048,Cycles
SQ Busy,4053579.0,4053579,4053579,Cycles
Dispatched Workgroups,8385.0,8385,8385,Workgroups
Dispatched Wavefronts,8385.0,8385,8385,Wavefronts
Wave Alloc Failed,356669.0,356669,356669,Cycles
Wave Alloc Failed - CS,234005.0,234005,234005,Cycles
