Metric,Avg,Min,Max,Unit
GPU Busy Cycles,523750.0,523750,523750,Cycles/kernel
CPF Busy,523750.0,523750,523750,Cycles/kernel
CPF Util,100.0,100.0,100.0,Pct
CPF Stall,0.12467780429594272,0.12467780429594272,0.12467780429594272,Cycles/kernel
L2Cache Intf Busy,1307.0,1307,1307,Cycles/kernel
L2Cache Intf Util,0.22811126663711284,0.22811126663711284,0.22811126663711284,Pct
L2Cache Intf Stall,0.0,0.0,0.0,Pct
UTCL1 Stall,208.0,208,208,Cycles/kernel
