Metric,Avg,Min,Max,Unit
IPC (Avg),0.5174802190379698,0.5174802190379698,0.5174802190379698,Instr/cycle
IPC (Issue),1.0,1.0,1.0,Instr/cycle
SALU Util,11.337669776524192,11.337669776524192,11.337669776524192,Pct
VALU Util,22.806326752006946,22.806326752006946,22.806326752006946,Pct
VALU Active Threads,64.0,64.0,64.0,Threads
MFMA Util,0.0,0.0,0.0,Pct
MFMA Instr Cycles,,,,Cycles/instr
