Metric,Mean,Min,Max,Unit
Req,520.0,520.0,520.0,Req per wave
Hits,519.8283840190817,519.8283840190817,519.8283840190817,Hits per wave
Misses - Non Duplicated,0.006678592725104353,0.006678592725104353,0.006678592725104353,Misses per wave
Misses - Duplicated,0.15718545020870603,0.15718545020870603,0.15718545020870603,Misses per wave
Cache Hit,99.96848721427203,99.96848721427203,99.96848721427203,Pct
