Metric,Mean,Min,Max,unit
Stalled on L2 Data,56.62974703607325,56.62974703607325,56.62974703607325,Pct
Stalled on L2 Req,2.042330601938154,2.042330601938154,2.042330601938154,Pct
Tag RAM Stall (Read),14.30644641353362,14.30644641353362,14.30644641353362,Pct
Tag RAM Stall (Write),0.0281588849588083,0.0281588849588083,0.0281588849588083,Pct
Tag RAM Stall (Atomic),0.0,0.0,0.0,Pct
