Metric,Avg,Min,Max,Unit
IPC (Avg),0.48087688459140787,0.48087688459140787,0.48087688459140787,Instr/cycle
IPC (Issue),1.0,1.0,1.0,Instr/cycle
SALU Util,10.449092883118528,10.449092883118528,10.449092883118528,Pct
VALU Util,21.059147402434007,21.059147402434007,21.059147402434007,Pct
VALU Active Threads,64.0,64.0,64.0,Threads
MFMA Util,0.0,0.0,0.0,Pct
MFMA Instr Cycles,,,,Cycles/instr
