Metric,Mean,Min,Max,Unit
Req,776.0,776.0,776.0,Req per wave
Hits,775.8161001788909,775.8161001788909,775.8161001788909,Hits per wave
Misses - Non Duplicated,0.006678592725104353,0.006678592725104353,0.006678592725104353,Misses per wave
Misses - Duplicated,0.1951103160405486,0.1951103160405486,0.1951103160405486,Misses per wave
Cache Hit,99.97399687409231,99.97399687409231,99.97399687409231,Pct
