Metric,Avg,Min,Max,Unit
Kernel Time (Nanosec),358882.0,358882,358882,Ns
Kernel Time (Cycles),568289.0,568289,568289,Cycle
Instr/wavefront,3379.0,3379.0,3379.0,Instr/wavefront
Wave Cycles,189493.36052474656,189493.36052474656,189493.36052474656,Cycles per wave
Dependency Wait Cycles,151849.79558735839,151849.79558735839,151849.79558735839,Cycles per wave
Issue Wait Cycles,25904.052951699465,25904.052951699465,25904.052951699465,Cycles per wave
Active Cycles,12484.0,12484.0,12484.0,Cycles per wave
Wavefront Occupancy,2798.362273509652,2798.362273509652,2798.362273509652,Wavefronts
