Metric,Avg,Min,Max,Unit
GPU Busy Cycles,568289.0,568289,568289,Cycles/kernel
CPF Busy,568289.0,568289,568289,Cycles/kernel
CPF Util,100.0,100.0,100.0,Pct
CPF Stall,0.1170179257384887,0.1170179257384887,0.1170179257384887,Cycles/kernel
L2Cache Intf Busy,1260.0,1260,1260,Cycles/kernel
L2Cache Intf Util,0.24301477182648745,0.24301477182648745,0.24301477182648745,Pct
L2Cache Intf Stall,0.0,0.0,0.0,Pct
UTCL1 Stall,208.0,208,208,Cycles/kernel
