Metric,Avg,Min,Max,Unit
TD Busy,96.11739001554747,96.11739001554747,96.11739001554747,Pct
TC2TD Stall,67.63421428181788,67.63421428181788,67.63421428181788,Pct
SPI2TD Stall,0.0010829957036904557,0.0010829957036904557,0.0010829957036904557,Pct
Coalescable Instr,513.0,513.0,513.0,Instr per wave
Load Instr,512.0,512.0,512.0,Instr per wave
Store Instr,1.0,1.0,1.0,Instr per wave
Atomic Instr,0.0,0.0,0.0,Instr per wave
