Metric,Mean,Min,Max,unit
Stalled on L2 Data,55.015522057036506,55.015522057036506,55.015522057036506,Pct
Stalled on L2 Req,1.5323247122278887,1.5323247122278887,1.5323247122278887,Pct
Tag RAM Stall (Read),14.058883527599809,14.058883527599809,14.058883527599809,Pct
Tag RAM Stall (Write),0.027671615470384797,0.027671615470384797,0.027671615470384797,Pct
Tag RAM Stall (Atomic),0.0,0.0,0.0,Pct
