"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
1,1,4,1,2761102,2761102,536640,16,"mat_mult(float*, float*, float*, unsigned long, unsigned long, unsigned long)",64,0,0,12,16,"TCC_HIT_sum",9188551.000000,2073121808501600,2073121808843040
1,1,4,1,2761102,2761102,536640,16,"mat_mult(float*, float*, float*, unsigned long, unsigned long, unsigned long)",64,0,0,12,16,"TCC_MISS_sum",29194.000000,2073121808501600,2073121808843040
