"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","arch_vgpr","accum_vgpr","sgpr","wave_size","sig","obj","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
134,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,173,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612084753809,14612084774989,14612084793023,14612084795488,18034
135,"__amd_rocclr_copyBufferRectAligned.kd",1,0,24,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612084776592,14612084794105,14612084810496,14612084816497,16391
136,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,175,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612084789276,14612084815826,14612085731252,14612085753044,915426
137,"__amd_rocclr_copyBufferRectAligned.kd",1,1,30,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612084813261,14612084824322,14612085725682,14612085770266,901360
138,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,178,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612084831165,14612085742634,14612085758103,14612085803138,15469
139,"__amd_rocclr_copyBufferRectAligned.kd",1,2,180,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612085741532,14612085765597,14612085778100,14612085786557,12503
140,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,182,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612085755518,14612085807105,14612085825139,14612085837212,18034
141,"__amd_rocclr_copyBufferRectAligned.kd",1,3,52,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612085812746,14612085823817,14612085843213,14612085850467,19396
142,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,184,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612085839116,14612085879131,14612085894760,14612085895973,15629
143,"__amd_rocclr_copyBufferRectAligned.kd",1,3,54,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612085883870,14612085892997,14612085912474,14612085914598,19477
144,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,186,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612085900782,14612085914478,14612085932111,14612085936369,17633
145,"__amd_rocclr_copyBufferRectAligned.kd",1,0,26,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612085919057,14612085933754,14612085950425,14612085964873,16671
146,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,188,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612085945537,14612085955836,14612085981805,14612085984420,25969
147,"__amd_rocclr_copyBufferRectAligned.kd",1,1,32,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612085960164,14612085968860,14612085983448,14612086004247,14588
148,"wave2d_4o(float*, float*, float*, float*, unsigned long, unsigned long, float, float, float, unsigned long, unsigned long, float) [clone .kd]",1,2,190,20604,20604,65536,256,0,0,24,0,128,32,"0x0","0x7f88f8ca4b80",14612085979370,14612085992505,14612086009737,14612086025698,17232
149,"__amd_rocclr_copyBufferRectAligned.kd",1,2,192,20604,20604,16384,256,0,0,16,0,128,32,"0x0","0x7f88f8cf5b00",14612085992175,14612086017913,14612086032260,14612086043902,14347
