Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,TCC_HIT_sum,TCC_MISS_sum,ALUStalledByLDS,LDSBankConflict,FETCH_SIZE,WRITE_SIZE,GPUBusy,Wavefronts,VALUInsts,SALUInsts,VFetchInsts,SFetchInsts,VWriteInsts,LDSInsts,GDSInsts,VALUUtilization,VALUBusy,SALUBusy,L2CacheHit,MemUnitBusy,MemUnitStalled,WriteUnitStalled
0,"mat_mult(float*, float*, float*, unsigned long, unsigned long, unsigned long) [clone .kd]",0,0,3,124929,124929,536640,64,0,0,8,32,0,0x0,0x1475a358d940,9962599.0000000000,29305.0000000000,0.0000000000,0.0000000000,1559.6875000000,331.7187500000,100.0000000000,8385.0000000000,1570.0000000000,776.0000000000,0.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,100.0000000000,19.4701242753,9.6234499603,99.7135312325,90.6285370438,0.5360804664,0.0000000000
