Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,TCC_HIT_sum,TCC_MISS_sum,MemUnitBusy,MemUnitStalled,WriteUnitStalled,ALUStalledByLDS,LDSBankConflict,FETCH_SIZE,WRITE_SIZE,GPUBusy,Wavefronts,VALUInsts,SALUInsts,VFetchInsts,SFetchInsts,VWriteInsts,LDSInsts,GDSInsts,VALUUtilization,VALUBusy,SALUBusy,L2CacheHit
0,"mat_mult(float*, float*, float*, unsigned long, unsigned long, unsigned long) [clone .kd]",1,0,3,4099,4099,536640,64,0,0,12,0,16,64,0x0,0x74c3e99daa40,4652911.0000000000,58626.0000000000,90.8272488874,0.8110814087,0.1297376625,0.0000000000,0.0000000000,1569.1875000000,2114.9375000000,100.0000000000,8385.0000000000,1560.0000000000,776.0000000000,0.0000000000,3.0000000000,0.0000000000,0.0000000000,0.0000000000,99.9760624019,23.6183008239,11.6784029343,98.8398121056
