device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1383.6184,1383.0533,1384.1835,4925.5464,4924.5518,4926.541,9309.9092,9308.0977,9311.7207,19297.012,19291.416,19302.607,21613.525,21612.773,21614.277,20743.75,20742.562,20744.938,175340.58,175329.98,175351.17,167156.56,167145.78,167167.34,42096.246,42094.258,42098.234,41898.559,41896.027,41901.09,169743.7,169733.12,169754.28
